,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
316,Software Test Engineer (Connected Devices),Major League Baseball,"New York, NY+1 location",Estimated $97.2K - $123K a year,"Proposing process improvements and evangelizing quality throughout the software development process.
Contributing to the project's test automation suites and…",Posted30+ days ago,2022-05-05
317,Software Engineer,Indus,"Glenville, NY",Estimated $102K - $130K a year,"Requirements: Bachelor's degree in Computer Science or related and 5 years of experience in database technologies and programming languages, including .",Posted30+ days ago,2022-05-05
318,2022 Software Engineer,Bloomberg,"New York, NY 10261+5 locations",N/A,"After training, our engineers are prepared to hit the ground running with a strong network of new friends and colleagues.
Be an excellent problem solver.",Posted30+ days ago,2022-05-05
319,Associate Software Engineer,M&T Bank,"Hybrid remote in Buffalo, NY+19 locations",N/A,"JQuery, AngularJS, React, Bootstrap, vanilla CSS, SASS/LESS, responsive CSS.
Minimum of an Associate degree and 4 years’ systems analysis/application…",Posted30+ days ago,2022-05-05
320,Azure Cloud Engineer,IBM,"New York, NY 10001 (Chelsea area)+2 locations",N/A,"Financial programs that empower you to plan, save, and manage your money (including expert financial counseling, 401(k), IBM stock discount, etc.).",Posted15 days ago,2022-05-05
321,"Staff Software Engineer, Mapping",Rivian Automotive,"New York, NY",Estimated $151K - $192K a year,"Software Development life cycle experience, from requirements gathering through to implementation and maintenance.
Proficiency with Python is a plus.",Posted8 days ago,2022-05-05
322,Software Engineer 3,Comcast,"New York, NY 10001 (Chelsea area)",N/A,"Acts as a resource for colleagues with less experience.
Responsible for planning and designing new software and web applications.
Comfort in a Linux ecosystem.",Posted30+ days ago,2022-05-05
323,Front-End Engineer,Till Financial,"Remote in Brooklyn, NY 11231",Estimated $99.2K - $126K a year,"You care about your co-workers and customers, and find fulfillment in being involved in the full lifecycle of product development, from ideation to production.",Posted30+ days ago,2022-05-05
324,Mobile App Dev,VAI Vormittag Associates,"Ronkonkoma, NY",Estimated $67.1K - $84.9K a year,"Three to five years of experience as software developer or engineer preferred.
Monitors and assists with software testing and validation procedures and…",Posted22 days ago,2022-05-05
325,Staff Software Engineer,Redesign Health,"Remote in New York, NY",Estimated $173K - $219K a year,"Ability to grow and lead engineers.
Ability to structure technical work for a team of engineers and execute efficiently.
Quarterly in-home house cleaning.",Posted30 days ago,2022-05-05
326,Software Engineer,Sealed Air Corporation,"Grand Island, NY 14072",Estimated $89.6K - $113K a year,"Implements, tests, troubleshoots and improves electronic automation and controls systems in manufacturing/production/operations processes to increase production…",Posted24 days ago,2022-05-05
327,Android Software Engineer I,Disney Streaming,"New York, NY",N/A,"You will be building scalable, elegant solutions for the Android applications on Disney+, Star+, and Hulu across a wide array of devices including phones,…",Posted11 days ago,2022-05-05
328,Software Engineer,Naval Nuclear Laboratory,"Schenectady, NY 12309",Estimated $83.5K - $106K a year,The Naval Training and Simulation (NTS) department at the Naval Nuclear Laboratory (NNL) is looking for a software engineer to help develop applications used in…,Posted30+ days ago,2022-05-05
329,new,Thermo Fisher Scientific,"Remote in New York, NY+1 location",N/A,"5+ Years of experience in software development, information systems, or related field.
5+ Years of experience in software development, information systems, or…",PostedToday,2022-05-05
330,Software Engineer 100% Remote,Frontdoor,"Remote in Albany, NY 12260+1 location",Estimated $107K - $136K a year,"Experience in working collaboratively with a team of peer engineers and collaborators.
Understanding and experience in Docker, Kubernetes, and AWS cloud…",Posted9 days ago,2022-05-05
331,new,First American Financial Corporation,"Remote in New York, NY+1 location",N/A,"Strong knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code…",Posted4 days ago,2022-05-05
332,new,DonorsChoose,"Hybrid remote in New York, NY 10018+1 location",Estimated $109K - $138K a year,"Work on features end-to-end including server-side, database, and front-end components.
Design, implement, and maintain new functionality for the 900,000 active…",Posted1 day ago,2022-05-05
333,new,Bluecore,"Remote in New York, NY 10002+2 locations",Estimated $95K - $120K a year,"Prior experience must include: proficiency in developing software as demonstrated by 4 semesters of completed coursework in Operating systems, Data structures,…",Posted6 days ago,2022-05-05
334,Software Engineer,"INFICON, Inc.","East Syracuse, NY 13057",Estimated $92.6K - $117K a year,"Familiarity with embedded software development and ARM processors.
You will solve difficult technical problems and focus on developing great code for multiple…",Posted30+ days ago,2022-05-05
335,new,Etsy,"Remote in Brooklyn, NY 11201+1 location",Estimated $112K - $142K a year,"You have familiarity with machine learning and deep learning solutions across the entire machine learning stack, from data collection to evaluation.",Posted7 days ago,2022-05-05
336,Staff Software Engineer,BlackLine,"Remote in New York, NY 10022",Estimated $138K - $175K a year,"Implement, refine, and enforce software development techniques to ensure that the delivered features meet software integration, performance, security, and…",Posted13 days ago,2022-05-05
337,Full Stack Developer,Apexon,"Remote in New York, NY 10006+1 location",N/A,"Creating and testing databases; preparing test case procedures; preparing test files;
Our client is looking Full Stack Developer long term project in NYC, NY .",Posted30+ days ago,2022-05-05
338,Software Engineer,Syncsys LLC,"Bohemia, NY",Estimated $84.7K - $107K a year,We're looking for someone who can participate in all aspects of the agile product development life cycle from design to delivery.,Posted20 days ago,2022-05-05
339,Software Engineer,Bowery Farming,"New York, NY+1 location",Estimated $126K - $160K a year,"At the heart of each farm is the proprietary BoweryOS, which integrates software, hardware, sensors, AI, computer vision systems, machine learning models, and…",EmployerActive 27 days ago,2022-05-05
340,Software Engineer III - CONTRACT PENDING,Covey Computer Software,"Utica, NY 13501",Estimated $122K - $155K a year,"Eligible and willing to hold a Secret security clearance.
Plans project coordination, management, and engineering.
Self starter, strong independent contributor.",Posted30+ days ago,2022-05-05
341,"Staff Software Engineer, Mapping",Rivian Automotive,"New York, NY",Estimated $151K - $192K a year,"Software Development life cycle experience, from requirements gathering through to implementation and maintenance.
Proficiency with Python is a plus.",Posted8 days ago,2022-05-05
342,new,Paramount,"New York, NY 10036+2 locations",N/A,"Strong software development and technical architecture skills.
Strong knowledge of software quality practices and ability to learn & adopt emerging concepts.",PostedToday,2022-05-05
343,Staff Software Engineer,Redesign Health,"Remote in New York, NY",Estimated $173K - $219K a year,"Ability to grow and lead engineers.
Ability to structure technical work for a team of engineers and execute efficiently.
Quarterly in-home house cleaning.",Posted30 days ago,2022-05-05
344,Senior Software Engineer - Python (Operator Development),Canonical,"Remote in New York, NY+3 locations",Estimated $134K - $170K a year,"You'll be designing and implementing the foundation for software operators that can run anywhere, from bare metal to Kubernetes in the cloud.",Posted30+ days ago,2022-05-05
345,2022 Software Engineer,Bloomberg,"New York, NY 10261+5 locations",N/A,"The software we write is utilized every day by leading business and finance experts worldwide.
After training, our engineers are prepared to hit the ground…",Posted30+ days ago,2022-05-05
346,Researcher (Research Software Engineer),New York University,"New York, NY 10012 (Greenwich Village area)+1 location",N/A,"Previous experience collaborating on a software project.
We are looking for a full-time software engineer to help build software and tools for collecting,…",Posted30+ days ago,2022-05-05
347,new,WELLS FARGO BANK,"New York, NY+6 locations",N/A,Resolve moderately complex issues and lead a team to meet existing client needs or potential new clients needs while leveraging solid understanding of the…,PostedToday,2022-05-05
348,Software Engineer II,New Visions Central Office,"Remote in New York, NY+1 location",Estimated $82K - $104K a year,"We are looking for a software engineer to join our Systems, Data Analytics, and Research team (sysDaar).
1+ year experience with software testing.",Posted30+ days ago,2022-05-05
349,new,"JPMorgan Chase Bank, N.A.","New York, NY",N/A,"JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the…",Posted7 days ago,2022-05-05
